108	4188.251256281407
107	3953.2512562814077
106	3731.251256281407
105	3521.748743718593
104	3324.2512562814077
103	3137.2512562814077
102	2961.251256281407
101	2795.251256281407
100	2638.748743718593
99	2490.251256281407
98	2350.748743718593
97	2218.748743718593
96	2093.748743718593
95	1976.2512562814068
94	1863.7487437185928
93	1759.2512562814072
92	1660.251256281407
91	1567.251256281407
90	1479.251256281407
89	1396.251256281407
88	1318.748743718593
87	1244.748743718593
86	1174.748743718593
85	1108.748743718593
84	1046.251256281407
83	987.7487437185929
82	931.7487437185929
81	879.251256281407
80	829.748743718593
79	783.251256281407
78	739.251256281407
77	697.748743718593
76	659.251256281407
75	622.251256281407
74	587.251256281407
73	554.251256281407
72	523.251256281407
71	493.74874371859295
70	466.251256281407
69	439.74874371859295
68	415.25125628140705
67	391.7487437185929
66	369.74874371859295
65	349.25125628140705
64	329.74874371859295
63	311.25125628140705
62	293.74874371859295
61	277.25125628140705
60	261.74874371859295
59	247.25125628140702
58	233.25125628140702
57	220.25125628140702
56	207.74874371859295
55	392.251256281407
54	370.25125628140705
53	349.74874371859295
52	164.74874371859295
51	155.25125628140702
50	146.74874371859295
49	138.25125628140702
48	130.74874371859295
47	123.25125628140702
46	117.25125628140702
45	110.25125628140702
44	104.25125628140702
43	98.25125628140702
42	92.74874371859296
41	87.74874371859296
40	82.41708542713567
39	77.750418760469
38	73.41708542713567
37	69.12562814070351
36	65.37437185929647
35	61.62562814070351
34	58.12562814070351
33	54.87437185929648
32	51.87437185929648
31	48.874371859296474
30	46.12562814070351
29	43.62562814070351
28	41.12562814070351
27	38.87437185929648
26	36.62562814070351
25	34.62562814070351
24	32.62562814070351
